1 976079.1036789297 5840.655518394648 263390.7023411371 5840.454849498327 691354.4749163879
2 1250662.0970873786 5844.724919093851 246320.02588996763 5844.595469255663 560471.3656957928
3 1487045.6181229774 5844.220064724919 217230.62783171522 5844.142394822006 378074.78317152103
4 1589805.1159874608 5845.667711598746 208103.13479623824 5845.805642633229 249180.08777429466
5 1842581.391304348 5846.098950524738 206978.26686656673 5846.116941529235 211327.1724137931
6 2044504.4950213372 5851.015647226173 207169.7012802276 5850.98719772404 207453.13229018493
7 2050913.9891186072 5848.121871599565 208273.12731229598 5848.004352557127 208753.1316648531
8 2031670.4809575626 5849.527747551687 204050.33297062025 5849.653971708379 209135.6996735582
9 1855386.0656851642 5850.8493771234425 202333.68969422425 5850.754246885617 209463.03510758776
10 1849637.3641618497 5851.070520231214 199472.05086705202 5851.024277456648 208825.8219653179
