1 27.455555555555556 14.0 52.0 28.0 7.645460004254433
2 39.62222222222222 20.0 92.0 37.0 12.903773316079256
3 49.53333333333333 28.0 81.0 48.0 11.600271209537794
4 55.22222222222222 28.0 87.0 54.0 11.876497211614128
5 71.37777777777778 43.0 112.0 70.0 14.505773959093315
6 80.87777777777778 48.0 136.0 79.0 16.570467691064856
7 93.61111111111111 57.0 179.0 94.0 18.42732121853001
8 106.66666666666667 76.0 167.0 104.5 19.351276704971156
9 119.35555555555555 80.0 179.0 116.5 21.442010172782023
10 133.7888888888889 88.0 195.0 132.5 21.99310129039418
