1 21.433333333333334 8.0 44.0 18.5 9.679179554793503
2 30.322222222222223 14.0 55.0 28.0 9.881122369240504
3 43.53333333333333 18.0 67.0 44.0 8.826925101164793
4 54.91111111111111 28.0 88.0 54.0 13.711017831930482
5 65.17777777777778 34.0 132.0 66.0 15.958920423188342
6 75.87777777777778 49.0 112.0 73.5 14.968752304986545
7 87.21111111111111 61.0 161.0 81.0 20.83131525806217
8 100.9888888888889 63.0 192.0 100.0 20.283659468848064
9 116.68888888888888 79.0 170.0 113.0 21.0508450519984
10 125.12222222222222 84.0 205.0 126.0 20.723339595610703
