1 78.91111111111111 47.0 117.0 79.0 15.466269528673779
2 89.95555555555555 50.0 133.0 86.5 19.069895748146962
3 102.0111111111111 67.0 158.0 102.5 17.178176934602355
4 115.86666666666666 81.0 167.0 118.0 19.75990720080106
5 123.84444444444445 73.0 180.0 125.0 21.18347411381303
6 136.63333333333333 75.0 200.0 135.0 22.60180464108359
7 145.9111111111111 96.0 194.0 146.5 20.67655918849063
8 154.14444444444445 112.0 210.0 152.0 20.207108055830872
9 169.12222222222223 120.0 234.0 166.5 23.787839296098934
10 190.83333333333334 140.0 264.0 190.0 25.19641939962498
