1 205.09459459459458 112.0 401.0 201.0 48.2922388447702
2 351.9684684684685 205.0 742.0 328.5 99.52927169602232
3 603.472972972973 300.0 1696.0 534.0 240.29679365316179
4 1035.2636363636364 362.0 3929.0 886.5 531.9953338153715
5 2035.2318181818182 525.0 8145.0 1618.0 1336.9670220918174
6 4764.9838709677415 605.0 34387.0 3565.5 4190.540356796443
7 10170.345161290323 998.0 60097.0 7839.0 8071.242321669322
8 25832.048387096773 862.0 134187.0 18106.0 22678.118919259996
9 66145.58910891089 1882.0 435437.0 46271.5 62929.16231322049
10 150002.18644067796 3283.0 757750.0 118846.0 130237.3817831304
