1 12.222222222222221 6.0 52.0 10.0 7.299034533320263
2 20.833333333333332 8.0 41.0 19.0 8.923205450151753
3 35.17777777777778 10.0 98.0 29.5 20.086094344532942
4 82.23333333333333 21.0 246.0 63.5 54.65952840030565
5 192.6888888888889 28.0 748.0 157.0 163.41603654094527
6 554.6777777777778 46.0 1748.0 434.5 446.7530254992786
7 1101.2 87.0 4494.0 852.5 910.2818701622415
8 2819.4 120.0 14458.0 2246.5 2845.572467828385
9 6968.955555555555 132.0 29973.0 4828.0 6604.726528392863
10 17439.144444444446 185.0 75843.0 11852.5 17023.756052864497
