2 93.44827586206897 62.0 144.0 92.0 14.152237922426584 0.008479270433761269
4 88.38157894736842 47.0 139.0 87.0 13.369997748193203 0.010018487360309802
6 86.75742574257426 21.0 129.0 87.0 14.558018060767836 0.011806465759009926
8 89.52678571428571 64.0 135.0 89.0 11.80898785274767 0.008813241573662525
10 87.26315789473684 56.0 115.0 87.0 11.471806273699299 0.009537270021182485
12 86.53767123287672 52.0 138.0 86.0 12.827240346304034 0.008674343231699697
14 85.37916666666666 55.0 122.0 85.5 12.817106742321865 0.009690193930911207
16 77.86792452830188 50.0 128.0 76.5 14.957766239966714 0.018657575592687072
