1 08ed65_1 321.5 1
1 08ed65_1 321.3 1
1 08ed65_1 321.1 1
1 08ed65_1 321.65 1
1 08ed65_1 321.05 1
1 08ed65_1 321.35 1
1 08ed65_1 321.0 1
1 08ed65_1 321.2 1
1 08ed65_1 321.4 1
1 08ed65_1 321.6 1
1 08ed65_1 321.15 1
1 08ed65_1 321.25 1
1 08ed65_1 321.45 1
1 08ed65_1 321.55 1
2 92ddd7 244.0 1
2 92ddd7 147.0 1
2 92ddd7 309.0 1
2 92ddd7 148.0 1
2 92ddd7 313.0 1
2 92ddd7 378.0 1
2 92ddd7 345.0 1
2 92ddd7 319.0 1
2 92ddd7 181.0 1
2 92ddd7 261.0 1
2 92ddd7 292.0 1
2 92ddd7 333.0 1
2 92ddd7 140.0 1
2 92ddd7 328.0 1
3 98de56_1 427.3 1
3 98de56_1 427.5 1
3 98de56_1 427.1 1
3 98de56_1 427.05 1
3 98de56_1 427.65 1
3 98de56_1 427.35 1
3 98de56_1 427.0 1
3 98de56_1 427.2 1
3 98de56_1 427.4 1
3 98de56_1 427.6 1
3 98de56_1 427.55 1
3 98de56_1 427.15 1
3 98de56_1 427.25 1
3 98de56_1 427.45 1
4 a466c6 371.0 1
4 a466c6 339.0 1
4 a466c6 348.0 1
4 a466c6 315.0 1
4 a466c6 380.0 1
4 a466c6 241.0 1
4 a466c6 355.0 1
4 a466c6 431.0 1
4 a466c6 168.0 1
4 a466c6 190.0 1
4 a466c6 366.0 1
4 a466c6 174.0 1
4 a466c6 387.0 1
4 a466c6 189.0 1
5 d62726 246.0 1
5 d62726 408.0 1
5 d62726 413.0 1
5 d62726 278.0 1
5 d62726 314.0 1
5 d62726 149.0 1
5 d62726 432.0 1
5 d62726 346.0 1
5 d62726 437.0 1
5 d62726 294.0 1
5 d62726 418.0 1
5 d62726 298.0 1
5 d62726 364.0 1
5 d62726 363.0 1
6 541511 212.0 1
6 541511 258.0 1
6 541511 440.0 1
6 541511 310.0 1
6 541511 214.0 1
6 541511 311.0 1
6 541511 368.0 1
6 541511 367.0 1
6 541511 242.0 1
6 541511 183.0 1
6 541511 455.0 1
6 541511 283.0 1
6 541511 271.0 1
6 541511 421.0 1
7 413ac3 408.0 1
7 413ac3 375.0 1
7 413ac3 446.0 1
7 413ac3 401.0 1
7 413ac3 280.0 1
7 413ac3 166.0 1
7 413ac3 181.0 1
7 413ac3 358.0 1
7 413ac3 152.0 1
7 413ac3 456.0 1
7 413ac3 390.0 1
7 413ac3 451.0 1
7 413ac3 360.0 1
7 413ac3 330.0 1
8 98de56_0 409.0 1
8 98de56_0 307.0 1
8 98de56_0 255.0 1
8 98de56_0 288.0 1
8 98de56_0 170.0 1
8 98de56_0 490.0 1
8 98de56_0 355.0 1
8 98de56_0 260.0 1
8 98de56_0 147.0 1
8 98de56_0 367.0 1
8 98de56_0 264.0 1
8 98de56_0 251.0 1
8 98de56_0 157.0 1
8 98de56_0 286.15384615384613 1
9 72693e 494.0 1
9 72693e 426.0 1
9 72693e 347.9666666666667 1
9 72693e 393.0 1
9 72693e 324.0 1
9 72693e 169.0 1
9 72693e 347.9166666666667 1
9 72693e 382.0 1
9 72693e 280.0 1
9 72693e 417.0 1
9 72693e 432.0 1
9 72693e 158.0 1
9 72693e 249.0 1
9 72693e 451.0 1
10 edc0 375.0 1
10 edc0 212.0 1
10 edc0 517.0 1
10 edc0 338.0 1
10 edc0 278.0 1
10 edc0 348.0 1
10 edc0 315.0 1
10 edc0 286.0 1
10 edc0 181.0 1
10 edc0 171.0 1
10 edc0 326.0 1
10 edc0 258.0 1
10 edc0 399.0 1
10 edc0 390.0 1
11 08ed65_0 508.0 1
11 08ed65_0 413.0 1
11 08ed65_0 214.0 1
