1 0.21441662022243863 0.05957055214723926 0.6166666666666666 0.19520833333333332 0.08999329098600865 0.010751256031890546
2 0.1294393062601374 0.03791079812206573 0.47875 0.1136187927445733 0.06314457837951085 0.012496183893342918
3 0.08715660509385481 0.029820359281437125 0.389 0.0702635444569256 0.05274297404031803 0.015501432232523486
4 0.06027487636588594 0.02285747392815759 0.2955555555555555 0.04621892426295794 0.035996678255022875 0.015328166606811085
5 0.043698425702672676 0.019331785073366407 0.2544 0.03513330230984009 0.02516245851640014 0.014808510756507035
6 0.03299435826836004 0.017593226079593564 0.2516 0.028645289920249447 0.017124273478948085 0.01342756212534068
7 0.026644312880119484 0.017464447984894084 0.17061224489795918 0.022505077196851134 0.012867280304569875 0.012494156404954444
8 0.02263026875481806 0.017314109017690208 0.14169230769230767 0.01973181257706535 0.009564008643420725 0.01787492977907949
9 0.01977857722258145 0.01718664232738042 0.0896923076923077 0.018254054873427315 0.005019538458863657 0.011183175083651405
10 0.018929243835866468 0.017393077893163526 0.06546666666666667 0.018113962082925057 0.0038772193261694646 0.010091099657928659
