1 7060.647540983607 4744.0 13484.0 6405.0 2.015715638651195 0.025846683054998477
2 7363.918032786885 4969.0 28527.0 6695.0 3.030466335088031 0.037258091315296435
3 7553.704918032787 4984.0 16426.0 7388.5 1.2214922298479505 0.014640327033482314
4 7446.816666666667 5445.0 9832.0 7458.0 0.8159206480544348 0.01000199512708221
5 7941.45 5435.0 9514.0 7906.0 0.7655543369723294 0.008800059169623852
6 8362.158333333333 5868.0 11562.0 8233.0 1.0253267976341878 0.011193175124818835
7 8647.766666666666 6341.0 11553.0 8601.0 0.9216703664682782 0.009729287528932885
8 8978.391666666666 6430.0 12277.0 9034.0 0.8254551308455328 0.00839275028605674
9 9673.791666666666 6658.0 15821.0 9606.5 1.1928006228957095 0.01125590720229819
10 9913.216666666667 6783.0 11685.0 10003.0 0.9240390619206434 0.008509129028583882
